+1	+1	0.7416443038326149
-1	-1	0.008754963102088871
+1	-1	0.23831654649512293
+1	+1	0.7447155498814941
+1	+1	0.8262822913818538
-1	+1	0.5917463343480779
-1	+1	0.628742505737335
+1	-1	0.4894459751715878
+1	+1	0.7121387509925392
+1	-1	0.22157957352109947
+1	-1	0.4101763229443839
+1	+1	0.5569249637846221
-1	-1	0.30830458974613933
+1	+1	0.5762152686906181
+1	-1	0.4356531537104871
+1	-1	0.4031170865537011
+1	+1	0.9312036688255605
+1	+1	0.5556105159978251
+1	+1	0.7841257751295735
+1	+1	0.5517323311842715
-1	+1	0.7778656121467868
+1	-1	0.4979889400838621
+1	-1	0.41221590117523527
-1	-1	0.14470362786843083
-1	-1	0.29085072859368316
+1	-1	0.28515298684561746
-1	-1	0.36858920248575733
-1	-1	0.2641505531024201
+1	+1	0.5766345487810707
-1	+1	0.7078968857770482
-1	+1	0.5897878978137773
-1	-1	0.4678186351186617
+1	-1	0.25092396122721555
+1	+1	0.6158743011442325
+1	+1	0.797030578100793
+1	-1	0.4851659322795349
+1	+1	0.5644328008240105
+1	+1	0.6865920061727049
-1	-1	0.4845421539043234
+1	+1	0.559193439552457
-1	+1	0.7371413333830517
-1	+1	0.6680278625432101
+1	+1	0.622286307700754
-1	-1	0.2365655804301426
-1	-1	0.24859063116965407
-1	-1	0.4974955617006958
-1	-1	0.4146931376255923
+1	+1	0.5309868727677742
-1	-1	0.2339471501821374
-1	+1	0.5095785194483592
-1	+1	0.531338399521156
-1	+1	0.5137728283953262
+1	+1	0.6120160485405467
-1	-1	0.1817061304395369
-1	+1	0.6289831303540144
+1	+1	0.7045742251839846
+1	+1	0.909415509702911
-1	-1	0.35372013418534903
-1	-1	0.23908576842422763
+1	+1	0.8821076146142864
-1	-1	0.10202334977180863
-1	-1	0.38689816363726626
+1	+1	0.7903404841296809
-1	+1	0.7725299041968026
+1	+1	0.8133915714144945
+1	+1	0.56565841710834
-1	-1	0.280987523819786
+1	+1	0.6233515711822771
-1	-1	0.11784135026160038
-1	-1	0.29385231035253384
-1	-1	0.39566531860389087
+1	+1	0.5375730437918809
+1	-1	0.43753822739666115
+1	+1	0.6219240652495026
-1	+1	0.5035869830436855
+1	+1	0.6560548205929492
-1	-1	0.11243456374286762
+1	-1	0.48084912257568174
-1	-1	0.2714409952125405
-1	-1	0.06740412084354355
+1	+1	0.8853526162595656
+1	+1	0.8081442015480234
-1	-1	0.3142285395780899
+1	+1	0.7059540966392579
+1	-1	0.4198842822353283
+1	+1	0.9398840796497434
-1	-1	0.44058708432331395
-1	-1	0.39620121138378434
-1	-1	0.31473960074412455
+1	+1	0.7001787807733303
+1	-1	0.2688173573184717
+1	+1	0.5155515376938186
-1	-1	0.16671656497550982
-1	-1	0.21961657405443935
-1	-1	0.12404552113820029
-1	-1	0.0849668444175604
+1	+1	0.6367863785685615
-1	-1	0.369254419438027
+1	-1	0.11569191673419404
+1	+1	0.7082397559667141
-1	-1	0.14657370562595828
+1	+1	0.6492585854049888
-1	-1	0.45298364434558674
+1	+1	0.7582026415518045
-1	-1	0.46735803743754023
+1	+1	0.6268482062214654
+1	+1	0.5767554397020394
+1	+1	0.76547807041803
+1	+1	0.6453709704547638
-1	+1	0.52399615069058
+1	+1	0.7133302948851865
+1	+1	0.5382787849461179
